utc,pid,rss_bytes,process_hwm_bytes,host_available_bytes,gpu_gpc_cur_hz,gpu_gpc_min_hz,gpu_gpc_max_hz
2026-09-13T07:07:18.353541+00:00,2437930,14635868160,16543862784,99894362112,1575000000,1575000000,1575000000
2026-09-13T07:07:28.354264+00:00,2437930,14680018944,16543862784,99867701248,1575000000,1575000000,1575000000
2026-09-13T07:07:38.357466+00:00,2437930,14726291456,16543862784,99839901696,1575000000,1575000000,1575000000
2026-09-13T07:07:48.358237+00:00,2437930,14769287168,16543862784,99805335552,1575000000,1575000000,1575000000
2026-09-13T07:07:58.358950+00:00,2437930,14813499392,16543862784,99757068288,1575000000,1575000000,1575000000
2026-09-13T07:08:08.359663+00:00,2437930,14855372800,16543862784,99764080640,1575000000,1575000000,1575000000
2026-09-13T07:08:18.360362+00:00,2437930,14899412992,16543862784,99742982144,1575000000,1575000000,1575000000
2026-09-13T07:08:28.361085+00:00,2437930,14605070336,16543862784,98454560768,1575000000,1575000000,1575000000
2026-09-13T07:08:38.361838+00:00,2437930,14461767680,16543862784,97337438208,1575000000,1575000000,1575000000
2026-09-13T07:08:48.362566+00:00,2437930,14485618688,16543862784,97239650304,1575000000,1575000000,1575000000
2026-09-13T07:08:58.365476+00:00,2437930,14448795648,16543862784,89966239744,1575000000,1575000000,1575000000
2026-09-13T07:09:08.366134+00:00,2437930,14499651584,16543862784,89400721408,1575000000,1575000000,1575000000
2026-09-13T07:09:18.366842+00:00,2437930,14547886080,16543862784,98201124864,1575000000,1575000000,1575000000
2026-09-13T07:09:28.367531+00:00,2437930,14601035776,16543862784,113122705408,1575000000,1575000000,1575000000
2026-09-13T07:09:38.370030+00:00,2437930,14610116608,16543862784,106745757696,1575000000,1575000000,1575000000
2026-09-13T07:09:48.370709+00:00,2437930,14154330112,16543862784,103069642752,1575000000,1575000000,1575000000
2026-09-13T07:09:58.371404+00:00,2437930,14200061952,16543862784,103041257472,1575000000,1575000000,1575000000
2026-09-13T07:10:08.372106+00:00,2437930,14245343232,16543862784,103021207552,1575000000,1575000000,1575000000
2026-09-13T07:10:18.373672+00:00,2437930,14217150464,16543862784,100884500480,1575000000,1575000000,1575000000
2026-09-13T07:10:28.374381+00:00,2437930,14266765312,16543862784,101208514560,1575000000,1575000000,1575000000
2026-09-13T07:10:38.375122+00:00,2437930,14316527616,16543862784,100475027456,1575000000,1575000000,1575000000
2026-09-13T07:10:48.375800+00:00,2437930,14209294336,16543862784,99338534912,1575000000,1575000000,1575000000
2026-09-13T07:10:58.376466+00:00,2437930,14256009216,16543862784,99314757632,1575000000,1575000000,1575000000
2026-09-13T07:11:08.377150+00:00,2437930,14304690176,16543862784,99264946176,1575000000,1575000000,1575000000
2026-09-13T07:11:18.377814+00:00,2437930,14352375808,16543862784,99268620288,1575000000,1575000000,1575000000
2026-09-13T07:11:28.378475+00:00,2437930,14400675840,16543862784,99245191168,1575000000,1575000000,1575000000
2026-09-13T07:11:38.379152+00:00,2437930,14448836608,16543862784,99214790656,1575000000,1575000000,1575000000
2026-09-13T07:11:48.379808+00:00,2437930,14496624640,16543862784,99179790336,1575000000,1575000000,1575000000
2026-09-13T07:11:58.380481+00:00,2437930,14355156992,16543862784,97871593472,1575000000,1575000000,1575000000
2026-09-13T07:12:08.381140+00:00,2437930,14283456512,16543862784,96855191552,1575000000,1575000000,1575000000
2026-09-13T07:12:18.381790+00:00,2437930,14268997632,16543862784,90605756416,1575000000,1575000000,1575000000
