id,stage,family,semantic_label,kernel,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,l2_bytes,ncu_bf16_peak_ops,ncu_dram_peak_bytes,dram_util_pct,tensor_active_pct,sm_util_pct,l2_util_pct,occupancy_pct,issue_active_pct,bf16_counter_peak_pct
0,vlm,Other,Vision: input cast/layout,triton_poi_fused__to_copy_convolution_0,vlm.vision.camera0,3072.0000000000005,658944.0,0.0,0.0,1007264.0,709206016.0,2596864.0,25.37,0.0,4.3,6.57,16.28,5.51,0.0
1,vlm,Other,"Vision: NCHW to NHWC layout (1568, 1, 1)","void cudnn::nchwToNhwcKernel<__nv_bfloat16, float, float, 0, 1, 2>(cudnn::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",vlm.vision.camera0,4640.000000000001,380160.0,0.0,150528.0,1597472.0,1073534976.0,3973120.0,9.57,0.0,38.1,12.92,77.7,56.16,0.0
2,vlm,Other,"Vision: NCHW to NHWC layout (7, 1, 1152)","void cudnn::nchwToNhwcKernel<__nv_bfloat16, float, float, 0, 1, 2>(cudnn::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",vlm.vision.camera0,15264.000000000002,1698048.0,0.0,677376.0,8260064.0,3517882368.0,13131776.0,12.93,0.0,60.54,22.75,82.16,66.5,0.0
3,vlm,Other,Vision: patch embedding convolution,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_aligna4_alignc4_execute_kernel__5x_cudnn,vlm.vision.camera0,41760.0,6153984.0,0.0,294912.0,55630496.0,9752023040.0,36003840.0,17.09,15.48,16.98,42.26,12.95,18.91,0.0
4,vlm,Other,Vision: NHWC to NCHW layout,"void cudnn::nhwcToNchwKernel<float, __nv_bfloat16, float, 1, 0, 0>(cudnn::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",vlm.vision.camera0,3936.0,1312896.0,0.0,294912.0,1946176.0,918351872.0,3375104.0,38.9,0.0,8.73,9.95,44.51,10.26,0.0
5,vlm,Norm / residual,Vision: patch embedding / LayerNorm part 1,triton_red_fused__to_copy_add_convolution_embedding_native_layer_norm_transpose_view_1,vlm.vision.camera0,4224.000000000001,1300608.0,0.0,4571136.0,2484288.0,978509824.0,3596288.0,36.17,0.0,12.54,17.47,23.17,18.99,0.0
6,vlm,Norm / residual,Vision: patch embedding / LayerNorm part 2,triton_per_fused__to_copy_add_convolution_embedding_native_layer_norm_transpose_view_2,vlm.vision.camera0,2112.0000000000005,34944.0,0.0,352256.0,162656.0,492124160.0,1802240.0,1.94,0.0,2.18,2.04,8.08,5.78,0.0
7,vlm,Norm / residual,Vision: patch embedding / LayerNorm part 3,triton_poi_fused__to_copy_add_convolution_embedding_native_layer_norm_transpose_view_3,vlm.vision.camera0,3904.0000000000005,1344640.0,0.0,1916928.0,2128320.0,906696704.0,3342336.0,40.23,0.0,13.27,14.99,45.96,20.02,0.0
8,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11840.0,3999232.0,679477248.0,589824.0,22084192.0,2701283328.0,10182656.0,39.27,50.31,50.31,31.14,8.33,9.32,25.15
9,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12096.0,4003328.0,679477248.0,589824.0,22084192.0,2756155392.0,10379264.0,38.57,49.31,49.31,30.5,8.33,9.25,24.65
10,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11936.0,4003200.0,679477248.0,589824.0,22067968.0,2722148352.0,10264576.0,39.0,49.92,49.92,30.88,8.33,9.21,24.96
11,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14528.0,2067968.0,402653184.0,4259866.0,12287264.0,3384735744.0,12500992.0,16.54,23.79,23.79,17.92,8.29,11.52,11.9
12,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6880.0,2699904.0,0.0,2260992.0,3438048.0,1610119168.0,5898240.0,45.77,0.0,11.03,11.5,21.0,14.18,0.0
13,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4001536.0,679477248.0,589824.0,22083904.0,2721990656.0,10240000.0,39.08,49.93,49.93,30.92,8.33,9.36,24.96
14,vlm,Norm / residual,Vision: residual / LayerNorm variant 4,triton_red_fused__to_copy_add_convolution_embedding_native_layer_norm_transpose_view_4,vlm.vision.camera0,7040.0,2160640.0,0.0,14180372.0,7957344.0,1626828800.0,6053888.0,35.69,0.0,20.7,26.37,46.04,29.96,0.0
15,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,31264.000000000004,13044736.0,2566914048.0,16693390.0,82831776.0,7104677888.0,26935296.0,48.43,72.26,72.26,44.27,39.76,13.42,36.13
16,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,33984.00000000001,15089920.0,2566914048.0,1179648.0,80226208.0,7815723008.0,29278208.0,51.54,65.69,65.69,39.13,8.33,8.61,32.84
17,vlm,Norm / residual,Vision: residual / LayerNorm variant 6,triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,4512.0,1326592.0,0.0,11333632.0,2416576.0,1044738048.0,3850240.0,34.45,0.0,17.68,8.87,22.84,27.57,0.0
18,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4003200.0,679477248.0,589824.0,22068064.0,2717415424.0,10248192.0,39.06,50.01,50.01,30.93,8.33,9.31,25.0
19,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12000.0,4000896.0,679477248.0,589824.0,22038880.0,2745606144.0,10321920.0,38.76,49.5,49.5,30.58,8.33,9.37,24.75
20,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12064.0,4002048.0,679477248.0,589824.0,22084256.0,2753228800.0,10362880.0,38.62,49.36,49.36,30.55,8.33,9.23,24.68
21,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14304.0,2099456.0,402653184.0,4259840.0,12289088.0,3331880960.0,12296192.0,17.07,24.17,24.17,18.13,8.3,11.69,12.08
22,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6912.0,2682112.0,0.0,2260992.0,3420864.0,1613041664.0,5906432.0,45.41,0.0,11.01,11.48,21.09,14.79,0.0
23,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4001920.0,679477248.0,589824.0,22084992.0,2719174656.0,10223616.0,39.14,49.98,49.98,30.97,8.33,9.21,24.99
24,vlm,Norm / residual,Vision: residual / LayerNorm variant 7,triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,5184.000000000001,1961600.0,0.0,14757888.0,2971808.0,1199779840.0,4440064.0,44.18,0.0,23.44,11.4,41.03,32.56,0.0
25,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,30656.0,13039744.0,2566914048.0,17168291.0,82826720.0,6968842240.0,26435584.0,49.33,73.67,73.67,45.13,39.38,13.44,36.83
26,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,34208.0,15096704.0,2566914048.0,1179648.0,80224960.0,7886469120.0,29491200.0,51.19,65.1,65.1,38.81,8.33,8.51,32.55
27,vlm,Norm / residual,Vision: residual / LayerNorm variant 8,triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,6272.0,2646528.0,0.0,13467648.0,3609312.0,1460434944.0,5373952.0,49.25,0.0,16.62,12.49,22.75,23.02,0.0
28,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12096.0,4000768.0,679477248.0,589824.0,22084480.0,2765010944.0,10395648.0,38.49,49.15,49.15,30.43,8.33,9.28,24.57
29,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12192.000000000002,4001024.0,679477248.0,589824.0,22084352.0,2782130176.0,10461184.0,38.25,48.85,48.85,30.25,8.33,9.28,24.42
30,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4000896.0,679477248.0,589824.0,22084352.0,2719842304.0,10223616.0,39.13,49.96,49.96,30.93,8.33,9.25,24.98
31,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14304.0,2087808.0,402653184.0,4259840.0,12285248.0,3332333568.0,12328960.0,16.93,24.17,24.17,18.09,8.3,11.65,12.08
32,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6880.0,2699008.0,0.0,2260992.0,3422048.0,1604073472.0,5873664.0,45.95,0.0,11.07,11.54,21.18,14.77,0.0
33,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4000512.0,679477248.0,589824.0,22085248.0,2729271296.0,10256384.0,39.01,49.79,49.79,30.85,8.33,9.34,24.9
34,vlm,Norm / residual,Vision: residual / LayerNorm variant 9,triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,7200.000000000001,3275904.0,0.0,14704652.0,4734240.0,1666711552.0,6168576.0,53.11,0.0,17.97,13.63,45.25,23.99,0.0
35,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,31168.000000000004,13027328.0,2566914048.0,17701187.0,82830144.0,7092350976.0,26853376.0,48.51,72.39,72.39,44.37,39.23,13.44,36.19
36,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,33760.0,15091328.0,2566914048.0,1179648.0,80223552.0,7777804288.0,29097984.0,51.86,66.01,66.01,39.34,8.33,8.62,33.0
37,vlm,Norm / residual,Vision: residual / LayerNorm variant 6,triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,4512.0,1323648.0,0.0,11333632.0,2385824.0,1049696256.0,3850240.0,34.38,0.0,17.59,8.73,22.79,27.48,0.0
38,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11776.0,3999872.0,679477248.0,589824.0,22084160.0,2688305152.0,10125312.0,39.5,50.55,50.55,31.3,8.33,9.22,25.28
39,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12128.000000000002,4002688.0,679477248.0,589824.0,22084160.0,2769995776.0,10420224.0,38.41,49.06,49.06,30.36,8.33,9.18,24.53
40,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11968.000000000002,4002560.0,679477248.0,589824.0,22084256.0,2732722176.0,10289152.0,38.9,49.73,49.73,30.79,8.33,9.32,24.86
41,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14432.0,2092160.0,402653184.0,4259840.0,12268832.0,3356286976.0,12394496.0,16.88,23.99,23.99,18.25,8.29,11.71,12.0
42,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6688.0,2683392.0,0.0,2260992.0,3417216.0,1562669056.0,5734400.0,46.79,0.0,11.36,11.85,21.09,14.66,0.0
43,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12000.0,4003200.0,679477248.0,589824.0,22084288.0,2740774912.0,10305536.0,38.85,49.58,49.58,30.71,8.33,9.32,24.79
44,vlm,Norm / residual,Vision: residual / LayerNorm variant 7,triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,5056.0,1967104.0,0.0,14757888.0,2953728.0,1168101376.0,4325376.0,45.48,0.0,24.09,11.71,40.26,34.04,0.0
45,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,30656.0,13050496.0,2566914048.0,17488548.0,82835360.0,6968616960.0,26394624.0,49.44,73.67,73.67,45.15,40.45,13.43,36.84
46,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,33984.00000000001,15089152.0,2566914048.0,1179648.0,80224800.0,7833880576.0,29294592.0,51.51,65.53,65.53,39.06,8.33,8.5,32.77
47,vlm,Norm / residual,Vision: residual / LayerNorm variant 8,triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,6400.000000000001,2626432.0,0.0,13467648.0,3625632.0,1486479360.0,5488640.0,47.85,0.0,16.33,12.28,22.84,22.59,0.0
48,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11936.0,4001024.0,679477248.0,589824.0,22084256.0,2725816320.0,10240000.0,39.07,49.85,49.85,30.87,8.33,9.3,24.93
49,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11872.0,4000512.0,679477248.0,589824.0,22085856.0,2713190400.0,10215424.0,39.16,50.09,50.09,31.0,8.33,9.33,25.04
50,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11872.0,3998720.0,679477248.0,589824.0,22084576.0,2709014528.0,10207232.0,39.18,50.16,50.16,31.03,8.33,9.37,25.08
51,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14304.0,2083456.0,402653184.0,4259840.0,12283104.0,3330291712.0,12304384.0,16.93,24.18,24.18,18.11,8.29,11.68,12.09
52,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6880.0,2701824.0,0.0,2260992.0,3419136.0,1602820096.0,5881856.0,45.93,0.0,11.08,11.56,21.16,14.43,0.0
53,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12160.0,4000384.0,679477248.0,589824.0,22084352.0,2782019584.0,10436608.0,38.33,48.85,48.85,30.27,8.33,9.3,24.42
54,vlm,Norm / residual,Vision: residual / LayerNorm variant 9,triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,7200.000000000001,3266304.0,0.0,14704644.0,4753824.0,1676650496.0,6193152.0,52.74,0.0,17.87,13.54,45.17,24.67,0.0
55,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,31744.0,13043328.0,2566914048.0,17077767.0,82837312.0,7236489216.0,27377664.0,47.64,70.94,70.94,43.49,39.06,13.35,35.47
56,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,33760.0,15086848.0,2566914048.0,1179648.0,80226304.0,7786498048.0,29122560.0,51.8,65.93,65.93,39.31,8.33,8.61,32.97
57,vlm,Norm / residual,Vision: residual / LayerNorm variant 6,triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,4544.0,1327232.0,0.0,11333632.0,2389312.0,1052213248.0,3874816.0,34.25,0.0,17.55,8.72,22.71,28.08,0.0
58,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12032.000000000002,4002176.0,679477248.0,589824.0,22084512.0,2745903104.0,10346496.0,38.68,49.49,49.49,30.65,8.33,9.2,24.75
59,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12128.000000000002,4001536.0,679477248.0,589824.0,22086016.0,2765426688.0,10412032.0,38.43,49.14,49.14,30.42,8.33,9.26,24.57
60,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12192.000000000002,4001408.0,679477248.0,589824.0,22084288.0,2782912512.0,10469376.0,38.22,48.83,48.83,30.26,8.33,9.29,24.42
61,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14368.0,2092800.0,402653184.0,4259840.0,12287488.0,3348516864.0,12369920.0,16.92,24.05,24.05,18.06,8.29,11.65,12.02
62,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6848.0,2692352.0,0.0,2260992.0,3423424.0,1605523456.0,5873664.0,45.84,0.0,11.06,11.54,21.07,14.24,0.0
63,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12000.0,4003072.0,679477248.0,589824.0,22083712.0,2744985600.0,10305536.0,38.84,49.51,49.51,30.67,8.33,9.26,24.75
64,vlm,Norm / residual,Vision: residual / LayerNorm variant 7,triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,5120.0,1977856.0,0.0,14757888.0,2955904.0,1191043072.0,4415488.0,44.79,0.0,23.62,11.47,40.34,33.19,0.0
65,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,30784.000000000004,13046528.0,2566914048.0,16927498.0,82823296.0,7004801024.0,26533888.0,49.17,73.29,73.29,44.93,39.75,13.36,36.65
66,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,34336.00000000001,15093248.0,2566914048.0,1179648.0,80226624.0,7913404416.0,29581312.0,51.02,64.88,64.88,38.66,8.33,8.46,32.44
67,vlm,Norm / residual,Vision: residual / LayerNorm variant 8,triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,6432.0,2641280.0,0.0,13467648.0,3626304.0,1502459904.0,5537792.0,47.7,0.0,16.15,12.14,22.62,23.03,0.0
68,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11968.000000000002,3995392.0,679477248.0,589824.0,22084384.0,2731245568.0,10280960.0,38.86,49.76,49.76,30.78,8.33,9.33,24.88
69,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11840.0,3997056.0,679477248.0,589824.0,22084512.0,2703126528.0,10199040.0,39.19,50.27,50.27,31.11,8.33,9.32,25.14
70,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11936.0,3994368.0,679477248.0,589824.0,22085920.0,2730369024.0,10280960.0,38.85,49.77,49.77,30.8,8.33,9.32,24.89
71,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14304.0,2092032.0,402653184.0,4259840.0,12278752.0,3333472256.0,12320768.0,16.98,24.16,24.16,18.11,8.3,11.7,12.08
72,vlm,Vision attention,Vision: FlashAttention split-KV combine,"void pytorch_flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 16, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,6880.0,2696448.0,0.0,2260992.0,3421792.0,1611231232.0,5898240.0,45.72,0.0,11.02,11.49,21.11,14.81,0.0
73,vlm,O projection,Vision: attention output projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11968.000000000002,4001280.0,679477248.0,589824.0,22085344.0,2739462144.0,10305536.0,38.83,49.61,49.61,30.74,8.33,9.27,24.8
74,vlm,Norm / residual,Vision: residual / LayerNorm variant 9,triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,7232.0,3273728.0,0.0,14704660.0,4757824.0,1685665792.0,6234112.0,52.51,0.0,17.76,13.48,45.27,24.68,0.0
75,vlm,FFN up,Vision: FFN up + bias + GELU,triton_tem_fused_addmm_gelu_native_layer_norm_t_view_5,vlm.vision.camera0,30784.000000000004,13042688.0,2566914048.0,17036117.0,82829472.0,6997272576.0,26492928.0,49.23,73.37,73.37,44.94,39.37,13.41,36.68
76,vlm,FFN down,Vision: FFN down + bias,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,33888.00000000001,15095040.0,2566914048.0,1179648.0,80226304.0,7812118528.0,29196288.0,51.7,65.72,65.72,39.17,8.33,8.58,32.86
77,vlm,Norm / residual,Vision: residual / LayerNorm variant 6,triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,4672.0,1324288.0,0.0,11333632.0,2388608.0,1077655552.0,3956736.0,33.47,0.0,17.14,8.52,22.77,28.47,0.0
78,vlm,QKV,Vision: Q projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,12064.0,4003584.0,679477248.0,589824.0,22084320.0,2757906432.0,10387456.0,38.54,49.27,49.27,30.5,8.33,9.26,24.64
79,vlm,QKV,Vision: K projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11936.0,4003584.0,679477248.0,589824.0,22084160.0,2730166272.0,10272768.0,38.97,49.78,49.78,30.83,8.33,9.34,24.89
80,vlm,QKV,Vision: V projection + bias,ampere_bf16_s16816gemm_bf16_64x64_ldg8_relu_f2f_stages_64x5_tn,vlm.vision.camera0,11904.000000000002,4002688.0,679477248.0,589824.0,22084192.0,2719608832.0,10240000.0,39.09,49.97,49.97,30.93,8.33,9.3,24.98
81,vlm,Vision attention,Vision: FlashAttention split-KV attention,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,14272.000000000002,2099456.0,402653184.0,4259840.0,12286144.0,3321350144.0,12279808.0,17.1,24.25,24.25,18.18,8.29,11.69,12.12
