id,process_id,device,context,stream,kernel,grid,block,operator,domain,duration_ns,memory_level,memory_bytes,dram_bytes,flops,ai_flops_per_byte,performance_tflops,status
414,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer08._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,73760.0,l2,39259456.0,,536870912.0,13.674945266689381,7.278618655097614,ok
414,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer08._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,73760.0,l2,39259456.0,,131072.0,0.003338609684250337,0.001777006507592191,ok
415,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer09._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16576.000000000004,l2,460128.0,,0.0,,,zero_counted_flops
415,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer09._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16576.000000000004,l2,460128.0,,358400.0,0.7789136935809167,0.02162162162162162,ok
416,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer09._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,35712.0,l2,13788800.0,,335544320.0,24.334555581341377,9.39584229390681,ok
416,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer09._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,35712.0,l2,13788800.0,,442368.0,0.03208168948711998,0.012387096774193548,ok
417,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer09._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,17376.0,l2,2865600.0,,47710208.0,16.64929089893914,2.745753222836096,ok
417,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer09._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,17376.0,l2,2865600.0,,93184.0,0.032518146286990506,0.00536279926335175,ok
418,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer09._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,19104.000000000004,l2,567072.0,,0.0,,,zero_counted_flops
418,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer09._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,19104.000000000004,l2,567072.0,,2528000.0,4.457987698211162,0.1323283082077052,ok
419,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small.line1921/_matmul_small,bf16_tensor,19872.000000000004,l2,3424608.0,,54525952.0,15.92180827703492,2.743858293075684,ok
419,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small.line1921/_matmul_small,fp32_simt,19872.000000000004,l2,3424608.0,,0.0,,,zero_counted_flops
420,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,41600.0,l2,14697760.0,,268435456.0,18.26369841390797,6.452775384615385,ok
420,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,41600.0,l2,14697760.0,,131072.0,0.008917821491166001,0.003150769230769231,ok
421,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer09._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,13344.000000000002,l2,464736.0,,0.0,,,zero_counted_flops
421,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer09._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,13344.000000000002,l2,464736.0,,358400.0,0.7711905253735454,0.026858513189448437,ok
422,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer09._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,80704.0,l2,23325440.0,,1073741824.0,46.0330790758931,13.304691514670894,ok
422,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer09._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,80704.0,l2,23325440.0,,2883584.0,0.12362399165889261,0.035730372720063436,ok
423,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,73312.0,l2,39293952.0,,536870912.0,13.662940088082767,7.323097337407245,ok
423,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer09._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,73312.0,l2,39293952.0,,131072.0,0.0033356787324420817,0.0017878655608904407,ok
424,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer10._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16544.0,l2,460096.0,,0.0,,,zero_counted_flops
424,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer10._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16544.0,l2,460096.0,,358400.0,0.7789678675754625,0.021663442940038684,ok
425,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer10._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,32416.000000000004,l2,13876256.0,,335544320.0,24.18118547250786,10.351194471865744,ok
425,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer10._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,32416.000000000004,l2,13876256.0,,442368.0,0.03187949256629454,0.01364659427443238,ok
426,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer10._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,15744.0,l2,2841312.0,,47710208.0,16.791611762453403,3.0303739837398376,ok
426,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer10._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,15744.0,l2,2841312.0,,93184.0,0.0327961167235418,0.00591869918699187,ok
427,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer10._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,17920.0,l2,564448.0,,0.0,,,zero_counted_flops
427,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer10._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,17920.0,l2,564448.0,,2528000.0,4.4787119451216055,0.14107142857142857,ok
428,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small.line1921/_matmul_small,bf16_tensor,18816.0,l2,3425312.0,,54525952.0,15.918535888117637,2.897850340136054,ok
428,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small.line1921/_matmul_small,fp32_simt,18816.0,l2,3425312.0,,0.0,,,zero_counted_flops
429,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,40096.00000000001,l2,14683552.0,,268435456.0,18.28137061114368,6.6948188347964885,ok
429,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,40096.00000000001,l2,14683552.0,,131072.0,0.0089264504937225,0.003268954509177973,ok
430,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer10._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,14048.000000000002,l2,470784.0,,0.0,,,zero_counted_flops
430,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer10._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,14048.000000000002,l2,470784.0,,358400.0,0.7612833061446438,0.025512528473804096,ok
431,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer10._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,84352.00000000001,l2,23352672.0,,1073741824.0,45.979399016951895,12.729298937784522,ok
431,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer10._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,84352.00000000001,l2,23352672.0,,2883584.0,0.12347983134435322,0.03418512898330804,ok
432,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,75776.0,l2,39359072.0,,536870912.0,13.640334609515184,7.084972972972973,ok
432,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer10._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,75776.0,l2,39359072.0,,131072.0,0.003330159816776168,0.0017297297297297297,ok
433,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer11._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16448.000000000004,l2,471744.0,,0.0,,,zero_counted_flops
433,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer11._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16448.000000000004,l2,471744.0,,358400.0,0.7597340930674265,0.021789883268482486,ok
434,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer11._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,33600.0,l2,13961792.0,,335544320.0,24.033041030836156,9.986438095238094,ok
434,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer11._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,33600.0,l2,13961792.0,,442368.0,0.03168418495276251,0.013165714285714284,ok
435,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer11._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,17280.0,l2,2866624.0,,47710208.0,16.643343528833917,2.761007407407407,ok
435,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer11._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,17280.0,l2,2866624.0,,93184.0,0.032506530329753744,0.005392592592592592,ok
436,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer11._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,18720.0,l2,566528.0,,0.0,,,zero_counted_flops
436,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer11._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,18720.0,l2,566528.0,,2528000.0,4.462268413917759,0.13504273504273503,ok
437,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small.line1921/_matmul_small,bf16_tensor,19840.0,l2,3414272.0,,54525952.0,15.970008247731874,2.748283870967742,ok
437,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small.line1921/_matmul_small,fp32_simt,19840.0,l2,3414272.0,,0.0,,,zero_counted_flops
438,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,43168.00000000001,l2,14655136.0,,268435456.0,18.31681780366965,6.218389918458116,ok
438,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,43168.00000000001,l2,14655136.0,,131072.0,0.008943758693198071,0.003036323202372127,ok
439,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer11._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,16128.000000000002,l2,469216.0,,0.0,,,zero_counted_flops
439,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer11._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,16128.000000000002,l2,469216.0,,358400.0,0.7638273204664803,0.022222222222222216,ok
440,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer11._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,90144.00000000001,l2,23347712.0,,1073741824.0,45.98916690423456,11.911406460773872,ok
440,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer11._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,90144.00000000001,l2,23347712.0,,2883584.0,0.12350606346352054,0.03198864039758608,ok
441,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,67392.00000000001,l2,39329600.0,,536870912.0,13.650556120580937,7.966389363722696,ok
441,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer11._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,67392.00000000001,l2,39329600.0,,131072.0,0.0033326553028762054,0.0019449192782526113,ok
442,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer12._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,12896.000000000002,l2,454272.0,,0.0,,,zero_counted_flops
442,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer12._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,12896.000000000002,l2,454272.0,,358400.0,0.7889546351084813,0.02779156327543424,ok
443,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer12._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,36832.0,l2,13873856.0,,335544320.0,24.185368508942286,9.1101303214596,ok
443,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer12._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,36832.0,l2,13873856.0,,442368.0,0.031885007311593834,0.012010425716768027,ok
444,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer12._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,16032.000000000002,l2,2840672.0,,47710208.0,16.795394892476146,2.975936127744511,ok
444,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer12._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,16032.000000000002,l2,2840672.0,,93184.0,0.03280350564936747,0.005812375249500998,ok
445,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer12._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,18048.0,l2,561824.0,,0.0,,,zero_counted_flops
445,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer12._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,18048.0,l2,561824.0,,2528000.0,4.499629777296804,0.1400709219858156,ok
446,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small.line1921/_matmul_small,bf16_tensor,10912.0,l2,3400992.0,,54525952.0,16.032367027032112,4.996879765395895,ok
446,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small.line1921/_matmul_small,fp32_simt,10912.0,l2,3400992.0,,0.0,,,zero_counted_flops
447,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,37504.00000000001,l2,14744608.0,,268435456.0,18.205669218198274,7.157515358361773,ok
447,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,37504.00000000001,l2,14744608.0,,131072.0,0.008889486922948376,0.0034948805460750846,ok
448,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer12._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,16640.0,l2,452800.0,,0.0,,,zero_counted_flops
448,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer12._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,16640.0,l2,452800.0,,358400.0,0.7915194346289752,0.02153846153846154,ok
449,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer12._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,78656.0,l2,23303680.0,,1073741824.0,46.07606283642755,13.651111472742066,ok
449,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer12._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,78656.0,l2,23303680.0,,2883584.0,0.12373942656267164,0.0366606997558991,ok
450,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,74080.00000000001,l2,39341632.0,,536870912.0,13.646381319412473,7.247177537796976,ok
450,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer12._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,74080.00000000001,l2,39341632.0,,131072.0,0.003331636064309686,0.0017693304535637147,ok
451,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer13._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,15456.000000000002,l2,457440.0,,0.0,,,zero_counted_flops
451,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer13._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,15456.000000000002,l2,457440.0,,358400.0,0.7834907310248339,0.023188405797101443,ok
452,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer13._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,36352.0,l2,13820960.0,,335544320.0,24.277931489563677,9.230422535211268,ok
452,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer13._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,36352.0,l2,13820960.0,,442368.0,0.03200703858487399,0.012169014084507043,ok
453,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer13._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,17664.000000000004,l2,2851232.0,,47710208.0,16.733190424349896,2.7009855072463766,ok
453,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer13._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,17664.000000000004,l2,2851232.0,,93184.0,0.03268201254755839,0.005275362318840579,ok
454,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer13._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,19072.0,l2,567136.0,,0.0,,,zero_counted_flops
454,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer13._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,19072.0,l2,567136.0,,2528000.0,4.457484624499238,0.1325503355704698,ok
455,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small.line1921/_matmul_small,bf16_tensor,17760.000000000004,l2,3417024.0,,54525952.0,15.957146335524714,3.0701549549549547,ok
455,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small.line1921/_matmul_small,fp32_simt,17760.000000000004,l2,3417024.0,,0.0,,,zero_counted_flops
456,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,39584.0,l2,14708448.0,,268435456.0,18.250426965509888,6.7814130962004855,ok
456,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,39584.0,l2,14708448.0,,131072.0,0.008911341291752875,0.0033112368633791433,ok
457,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer13._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,17568.000000000004,l2,471520.0,,0.0,,,zero_counted_flops
457,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer13._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,17568.000000000004,l2,471520.0,,358400.0,0.7600950118764845,0.020400728597449905,ok
458,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer13._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,81664.00000000001,l2,23280416.0,,1073741824.0,46.122106409095096,13.148288401253916,ok
458,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer13._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,81664.00000000001,l2,23280416.0,,2883584.0,0.1238630787353628,0.0353103448275862,ok
459,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,75008.00000000001,l2,39335296.0,,536870912.0,13.648579433595721,7.157515358361773,ok
459,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step02.layer13._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,75008.00000000001,l2,39335296.0,,131072.0,0.0033321727132802053,0.0017474402730375423,ok
460,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer14._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16160.000000000002,l2,472128.0,,0.0,,,zero_counted_flops
460,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer14._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16160.000000000002,l2,472128.0,,358400.0,0.7591161718855903,0.022178217821782177,ok
461,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer14._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,33856.0,l2,13863424.0,,335544320.0,24.203567603501128,9.910926275992438,ok
461,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step02.layer14._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,33856.0,l2,13863424.0,,442368.0,0.031909000258521995,0.013066162570888468,ok
462,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer14._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,14784.000000000002,l2,2834304.0,,47710208.0,16.833130108838006,3.2271515151515153,ok
462,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step02.layer14._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,14784.000000000002,l2,2834304.0,,93184.0,0.03287720724382423,0.006303030303030303,ok
463,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer14._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,17024.0,l2,562496.0,,0.0,,,zero_counted_flops
463,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step02.layer14._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,17024.0,l2,562496.0,,2528000.0,4.494254181363067,0.14849624060150377,ok
464,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer14._matmul_small.line1921/_matmul_small,bf16_tensor,19936.0,l2,3395264.0,,54525952.0,16.059414525645135,2.735049759229535,ok
464,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step02.layer14._matmul_small.line1921/_matmul_small,fp32_simt,19936.0,l2,3395264.0,,0.0,,,zero_counted_flops
465,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer14._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,42304.0,l2,14725248.0,,268435456.0,18.229605097313133,6.345391830559758,ok
465,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step02.layer14._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,42304.0,l2,14725248.0,,131072.0,0.008901174363922428,0.003098335854765507,ok
466,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer14._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,12448.0,l2,456448.0,,0.0,,,zero_counted_flops
466,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step02.layer14._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,12448.0,l2,456448.0,,358400.0,0.7851934941110488,0.028791773778920306,ok
467,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step02.layer14._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,77280.0,l2,23286016.0,,1073741824.0,46.111014610657314,13.894174741200828,ok
