id,process_id,device,context,stream,kernel,grid,block,operator,domain,duration_ns,memory_level,memory_bytes,dram_bytes,flops,ai_flops_per_byte,performance_tflops,status
806,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer15._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,84512.0,l2,23296032.0,,1073741824.0,46.091189435179345,12.705199545626657,ok
806,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer15._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,84512.0,l2,23296032.0,,2883584.0,0.12378004975267891,0.03412040893600909,ok
807,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer15._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,72192.0,l2,39428800.0,,536870912.0,13.616212311812685,7.436709219858155,ok
807,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer15._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,72192.0,l2,39428800.0,,131072.0,0.003324270583938644,0.0018156028368794324,ok
808,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer16._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16064.0,l2,468128.0,,0.0,,,zero_counted_flops
808,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer16._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16064.0,l2,468128.0,,358400.0,0.7656025702372001,0.022310756972111552,ok
809,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step04.layer16._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,36896.0,l2,13814496.0,,335544320.0,24.289291480485428,9.094327840416305,ok
809,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step04.layer16._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,36896.0,l2,13814496.0,,442368.0,0.03202201513540559,0.01198959236773634,ok
810,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step04.layer16._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,19040.0,l2,2858080.0,,47710208.0,16.693097464031798,2.505788235294118,ok
810,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step04.layer16._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,19040.0,l2,2858080.0,,93184.0,0.032603705984437105,0.004894117647058824,ok
811,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step04.layer16._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,19648.000000000004,l2,567072.0,,0.0,,,zero_counted_flops
811,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step04.layer16._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,19648.000000000004,l2,567072.0,,2528000.0,4.457987698211162,0.1286644951140065,ok
812,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small.line1921/_matmul_small,bf16_tensor,20128.0,l2,3425280.0,,54525952.0,15.918684603886398,2.7089602543720193,ok
812,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small.line1921/_matmul_small,fp32_simt,20128.0,l2,3425280.0,,0.0,,,zero_counted_flops
813,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,44160.00000000001,l2,14701536.0,,268435456.0,18.25900749418292,6.0787014492753615,ok
813,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,44160.00000000001,l2,14701536.0,,131072.0,0.008915531003019004,0.002968115942028985,ok
814,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer16._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,13184.000000000002,l2,465248.0,,0.0,,,zero_counted_flops
814,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer16._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,13184.000000000002,l2,465248.0,,358400.0,0.7703418391911411,0.027184466019417472,ok
815,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer16._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,90880.00000000001,l2,23327520.0,,1073741824.0,46.02897453308367,11.814940845070423,ok
815,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer16._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,90880.00000000001,l2,23327520.0,,2883584.0,0.12361296871677743,0.03172957746478873,ok
816,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,73824.0,l2,39344864.0,,536870912.0,13.645260331818658,7.272308625921109,ok
816,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer16._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,73824.0,l2,39344864.0,,131072.0,0.0033313623856979146,0.0017754659731252708,ok
817,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer17._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,14976.0,l2,470528.0,,0.0,,,zero_counted_flops
817,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer17._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,14976.0,l2,470528.0,,358400.0,0.7616974972796517,0.023931623931623933,ok
818,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step04.layer17._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,37856.00000000001,l2,13827488.0,,335544320.0,24.2664698027581,8.863702451394758,ok
818,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step04.layer17._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,37856.00000000001,l2,13827488.0,,442368.0,0.03199192796262054,0.011685545224006761,ok
819,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step04.layer17._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,16544.0,l2,2832000.0,,47710208.0,16.846824858757063,2.8838375241779497,ok
819,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step04.layer17._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,16544.0,l2,2832000.0,,93184.0,0.03290395480225989,0.005632495164410058,ok
820,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step04.layer17._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,19040.0,l2,566272.0,,0.0,,,zero_counted_flops
820,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step04.layer17._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,19040.0,l2,566272.0,,2528000.0,4.464285714285714,0.13277310924369748,ok
821,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small.line1921/_matmul_small,bf16_tensor,18976.000000000004,l2,3420000.0,,54525952.0,15.94326081871345,2.8734165261382794,ok
821,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small.line1921/_matmul_small,fp32_simt,18976.000000000004,l2,3420000.0,,0.0,,,zero_counted_flops
822,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,42912.00000000001,l2,14735168.0,,268435456.0,18.217332574694773,6.255486950037285,ok
822,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,42912.00000000001,l2,14735168.0,,131072.0,0.008895181921237682,0.003054436987322893,ok
823,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer17._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,12864.0,l2,454368.0,,0.0,,,zero_counted_flops
823,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer17._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,12864.0,l2,454368.0,,358400.0,0.7887879428128741,0.027860696517412933,ok
824,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer17._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,78976.00000000001,l2,23348512.0,,1073741824.0,45.987591157843376,13.595799027552673,ok
824,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step04.layer17._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,78976.00000000001,l2,23348512.0,,2883584.0,0.12350183172272391,0.03651215559157212,ok
825,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,79008.0,l2,39318656.0,,536870912.0,13.65435563209485,6.7951462130417175,ok
825,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step04.layer17._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,79008.0,l2,39318656.0,,131072.0,0.0033335829179919067,0.001658971243418388,ok
826,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer-1._adarms_norm_kernel.line1989/_adarms_norm_kernel,bf16_tensor,14336.000000000002,l2,459168.0,,0.0,,,zero_counted_flops
826,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step04.layer-1._adarms_norm_kernel.line1989/_adarms_norm_kernel,fp32_simt,14336.000000000002,l2,459168.0,,358400.0,0.7805421980625827,0.024999999999999998,ok
827,2366711,0,1,7,_matmul_small_bias_res,"(8, 1, 1)","(128, 1, 1)",step04.layer-1._matmul_small_bias_res.line1998/_matmul_small_bias_res,bf16_tensor,11424.000000000002,l2,511648.0,,8388608.0,16.395271749327662,0.7342969187675069,ok
827,2366711,0,1,7,_matmul_small_bias_res,"(8, 1, 1)","(128, 1, 1)",step04.layer-1._matmul_small_bias_res.line1998/_matmul_small_bias_res,fp32_simt,11424.000000000002,l2,511648.0,,4096.0,0.008005503783851398,0.00035854341736694673,ok
828,2366711,0,1,7,_matmul_small_bias,"(64, 1, 1)","(128, 1, 1)",step05.layer-1._matmul_small_bias.line1839/_matmul_small_bias,bf16_tensor,15136.0,l2,365216.0,,4194304.0,11.484447559800229,0.27710782241014803,ok
828,2366711,0,1,7,_matmul_small_bias,"(64, 1, 1)","(128, 1, 1)",step05.layer-1._matmul_small_bias.line1839/_matmul_small_bias,fp32_simt,15136.0,l2,365216.0,,32768.0,0.08972224656093929,0.0021649048625792815,ok
829,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer00._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,13984.0,l2,456000.0,,0.0,,,zero_counted_flops
829,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer00._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,13984.0,l2,456000.0,,358400.0,0.7859649122807018,0.02562929061784897,ok
830,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer00._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,36864.00000000001,l2,13783264.0,,335544320.0,24.34432947087134,9.10222222222222,ok
830,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer00._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,36864.00000000001,l2,13783264.0,,442368.0,0.03209457498601202,0.011999999999999999,ok
831,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer00._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,16960.0,l2,2873600.0,,47710208.0,16.60293986636971,2.8131018867924524,ok
831,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer00._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,16960.0,l2,2873600.0,,93184.0,0.03242761692650334,0.005494339622641509,ok
832,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer00._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,17440.000000000004,l2,560832.0,,0.0,,,zero_counted_flops
832,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer00._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,17440.000000000004,l2,560832.0,,2528000.0,4.507588725322378,0.14495412844036695,ok
833,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small.line1921/_matmul_small,bf16_tensor,20736.000000000004,l2,3419552.0,,54525952.0,15.945349566258972,2.629530864197531,ok
833,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small.line1921/_matmul_small,fp32_simt,20736.000000000004,l2,3419552.0,,0.0,,,zero_counted_flops
834,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,45280.0,l2,14692896.0,,268435456.0,18.26974450782201,5.928344876325088,ok
834,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,45280.0,l2,14692896.0,,131072.0,0.008920773685459966,0.0028946996466431094,ok
835,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer00._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,14720.000000000002,l2,464448.0,,0.0,,,zero_counted_flops
835,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer00._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,14720.000000000002,l2,464448.0,,358400.0,0.7716687336364889,0.02434782608695652,ok
836,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer00._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,80576.00000000001,l2,23285824.0,,1073741824.0,46.11139481256922,13.325826846703732,ok
836,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer00._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,80576.00000000001,l2,23285824.0,,2883584.0,0.1238343122407865,0.03578713264495632,ok
837,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,67520.0,l2,39169952.0,,536870912.0,13.706192746930096,7.951287203791469,ok
837,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer00._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,67520.0,l2,39169952.0,,131072.0,0.0033462384636059805,0.0019412322274881516,ok
838,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer01._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,15296.0,l2,467584.0,,0.0,,,zero_counted_flops
838,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer01._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,15296.0,l2,467584.0,,358400.0,0.7664932931836846,0.023430962343096235,ok
839,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer01._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,35520.00000000001,l2,13776544.0,,335544320.0,24.356204284615938,9.44663063063063,ok
839,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer01._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,35520.00000000001,l2,13776544.0,,442368.0,0.032110230258038594,0.012454054054054052,ok
840,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer01._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,17568.000000000004,l2,2864800.0,,47710208.0,16.65394024015638,2.7157449908925315,ok
840,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer01._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,17568.000000000004,l2,2864800.0,,93184.0,0.03252722703155543,0.005304189435336976,ok
841,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer01._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,17312.0,l2,563872.0,,0.0,,,zero_counted_flops
841,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer01._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,17312.0,l2,563872.0,,2528000.0,4.483286987117643,0.14602587800369687,ok
842,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small.line1921/_matmul_small,bf16_tensor,19456.0,l2,3422272.0,,54525952.0,15.932676303929085,2.8025263157894735,ok
842,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small.line1921/_matmul_small,fp32_simt,19456.0,l2,3422272.0,,0.0,,,zero_counted_flops
843,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,40672.0,l2,14693760.0,,268435456.0,18.268670238250795,6.600006294256491,ok
843,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,40672.0,l2,14693760.0,,131072.0,0.008920249139770896,0.003222659323367427,ok
844,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer01._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,13120.000000000002,l2,463200.0,,0.0,,,zero_counted_flops
844,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer01._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,13120.000000000002,l2,463200.0,,358400.0,0.7737478411053541,0.027317073170731704,ok
845,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer01._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,88224.0,l2,23382592.0,,1073741824.0,45.920564495159475,12.170631846209648,ok
845,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer01._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,88224.0,l2,23382592.0,,2883584.0,0.12332182847821148,0.0326848023213638,ok
846,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,75584.0,l2,39206816.0,,536870912.0,13.693305572173982,7.102970364098222,ok
846,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer01._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,75584.0,l2,39206816.0,,131072.0,0.0033430921807065385,0.0017341236240474174,ok
847,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer02._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,13312.0,l2,454048.0,,0.0,,,zero_counted_flops
847,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer02._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,13312.0,l2,454048.0,,358400.0,0.7893438579181056,0.026923076923076925,ok
848,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer02._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,35808.0,l2,13800512.0,,335544320.0,24.31390371603604,9.370652368185882,ok
848,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer02._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,35808.0,l2,13800512.0,,442368.0,0.032054462906883456,0.012353887399463807,ok
849,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer02._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,15840.0,l2,2853600.0,,47710208.0,16.719304737874964,3.0120080808080805,ok
849,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer02._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,15840.0,l2,2853600.0,,93184.0,0.03265489206616204,0.005882828282828282,ok
850,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer02._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,18624.0,l2,567040.0,,0.0,,,zero_counted_flops
850,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer02._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,fp32_simt,18624.0,l2,567040.0,,2528000.0,4.45823927765237,0.13573883161512026,ok
851,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small.line1921/_matmul_small,bf16_tensor,18976.000000000004,l2,3403520.0,,54525952.0,16.020458819104928,2.8734165261382794,ok
851,2366711,0,1,7,_matmul_small,"(104, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small.line1921/_matmul_small,fp32_simt,18976.000000000004,l2,3403520.0,,0.0,,,zero_counted_flops
852,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,bf16_tensor,42432.0,l2,14702976.0,,268435456.0,18.257219218748638,6.326250377073906,ok
852,2366711,0,1,7,_matmul_small_res_gate_oproj,"(128, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small_res_gate_oproj.line1932/_matmul_small_res_gate_oproj,fp32_simt,42432.0,l2,14702976.0,,131072.0,0.008914657821654608,0.0030889894419306183,ok
853,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer02._adarms_norm_kernel.line1945/_adarms_norm_kernel,bf16_tensor,15232.0,l2,459456.0,,0.0,,,zero_counted_flops
853,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer02._adarms_norm_kernel.line1945/_adarms_norm_kernel,fp32_simt,15232.0,l2,459456.0,,358400.0,0.7800529321632539,0.02352941176470588,ok
854,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer02._matmul_small_gate.line1954/_matmul_small_gate,bf16_tensor,88608.0,l2,23308256.0,,1073741824.0,46.06701694026357,12.117888046226074,ok
854,2366711,0,1,7,_matmul_small_gate,"(1, 64, 1)","(128, 1, 1)",step05.layer02._matmul_small_gate.line1954/_matmul_small_gate,fp32_simt,88608.0,l2,23308256.0,,2883584.0,0.1237151333844969,0.03254315637414229,ok
855,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,bf16_tensor,79872.00000000001,l2,39300544.0,,536870912.0,13.660648361508686,6.721641025641024,ok
855,2366711,0,1,7,_matmul_small_res_gate_ffn_down,"(64, 1, 1)","(128, 1, 1)",step05.layer02._matmul_small_res_gate_ffn_down.line1971/_matmul_small_res_gate_ffn_down,fp32_simt,79872.00000000001,l2,39300544.0,,131072.0,0.0033351192288839566,0.0016410256410256407,ok
856,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer03._adarms_norm_kernel.line1854/_adarms_norm_kernel,bf16_tensor,16512.0,l2,461664.0,,0.0,,,zero_counted_flops
856,2366711,0,1,7,_adarms_norm_kernel,"(50, 1, 1)","(128, 1, 1)",step05.layer03._adarms_norm_kernel.line1854/_adarms_norm_kernel,fp32_simt,16512.0,l2,461664.0,,358400.0,0.7763221737020863,0.021705426356589147,ok
857,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer03._matmul_rope_qkv.line1863/_matmul_rope_qkv,bf16_tensor,36384.0,l2,13779392.0,,335544320.0,24.351170211283634,9.222304309586631,ok
857,2366711,0,1,7,_matmul_rope_qkv,"(128, 1, 1)","(128, 1, 1)",step05.layer03._matmul_rope_qkv.line1863/_matmul_rope_qkv,fp32_simt,36384.0,l2,13779392.0,,442368.0,0.032103593540266505,0.012158311345646437,ok
858,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer03._matmul_abt_scale.line1899/_matmul_abt_scale,bf16_tensor,15712.000000000002,l2,2837152.0,,47710208.0,16.81623261637022,3.0365458248472503,ok
858,2366711,0,1,7,_matmul_abt_scale,"(91, 1, 1)","(128, 1, 1)",step05.layer03._matmul_abt_scale.line1899/_matmul_abt_scale,fp32_simt,15712.000000000002,l2,2837152.0,,93184.0,0.03284420432884808,0.005930753564154786,ok
859,2366711,0,1,7,_softmax_prefix_suffix_mask_vector,"(100, 1, 1)","(128, 1, 1)",step05.layer03._softmax_prefix_suffix_mask_vector.line1911/_softmax_prefix_suffix_mask_vector,bf16_tensor,18176.0,l2,564832.0,,0.0,,,zero_counted_flops
