id,process_id,device,context,stream,kernel,grid,block,operator,nvtx_export,nvtx,stage,group_id,domain,duration_ns,memory_level,memory_bytes,dram_bytes,flops,ai_flops_per_byte,performance_tflops,status,source_line
0,2728813,0,1,7,triton_poi_fused__to_copy_convolution_0,"(25, 1, 1)","(128, 1, 1)","Vision: input cast/layout | triton_poi_fused__to_copy_convolution_0 | grid=(25, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused__to_copy_convolution_0,vlm.vision.camera0,vlm,27,bf16_tensor,7360.000000000001,l2,958496.0,,0.0,,,zero_counted_flops,
155,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,bf16_tensor,25024.000000000004,l2,4461024.0,,0.0,,,zero_counted_flops,
155,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,fp32_simt,25024.000000000004,l2,4461024.0,,15265576.0,3.421989211445623,0.6100374040920715,ok,
156,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,bf16_tensor,80128.0,l2,24638784.0,,2566914048.0,104.18184793535265,32.03516932907348,ok,
156,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,80128.0,l2,24638784.0,,884736.0,0.03590826560271806,0.011041533546325878,ok,
157,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,bf16_tensor,24160.000000000004,l2,1923520.0,,0.0,,,zero_counted_flops,
157,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,fp32_simt,24160.000000000004,l2,1923520.0,,5215592.0,2.7114831142904676,0.21587715231788077,ok,
158,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,26688.000000000004,l2,8002592.0,,679477248.0,84.90714608466857,25.460028776978415,ok,
158,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,26688.000000000004,l2,8002592.0,,884736.0,0.11055617979774553,0.033151079136690645,ok,
159,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,27360.000000000004,l2,8000736.0,,679477248.0,84.92684273046879,24.834694736842103,ok,
159,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,27360.000000000004,l2,8000736.0,,884736.0,0.11058182647196457,0.03233684210526316,ok,
160,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,26592.000000000004,l2,7998912.0,,679477248.0,84.94620868438108,25.551942238267145,ok,
160,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,26592.000000000004,l2,7998912.0,,884736.0,0.11060704255778786,0.03327075812274368,ok,
161,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,bf16_tensor,30464.0,l2,5480608.0,,402653184.0,73.46870712154563,13.217344537815125,ok,
161,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,fp32_simt,30464.0,l2,5480608.0,,5079040.0,0.9267292971874653,0.16672268907563026,ok,
162,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,27552.000000000004,l2,8000000.0,,679477248.0,84.934656,24.6616306620209,ok,
162,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,27552.000000000004,l2,8000000.0,,884736.0,0.110592,0.03211149825783972,ok,
163,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,vlm,35,bf16_tensor,22560.0,l2,2557824.0,,0.0,,,zero_counted_flops,
163,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_7,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 7 | triton_red_fused_add_native_layer_norm_view_7 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_7,vlm.vision.camera0,vlm,35,fp32_simt,22560.0,l2,2557824.0,,5391824.0,2.107973027073012,0.23899929078014184,ok,
164,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,bf16_tensor,59936.0,l2,23303456.0,,2642411520.0,113.39140082913023,44.08721836625734,ok,
164,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,fp32_simt,59936.0,l2,23303456.0,,3440640.0,0.14764505316293,0.05740523224773091,ok,
165,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,bf16_tensor,25152.000000000004,l2,4461344.0,,0.0,,,zero_counted_flops,
165,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,fp32_simt,25152.000000000004,l2,4461344.0,,15085529.0,3.381386640438397,0.5997745308524173,ok,
166,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,bf16_tensor,80736.00000000001,l2,24624672.0,,2566914048.0,104.24155286210512,31.793921521997618,ok,
166,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,80736.00000000001,l2,24624672.0,,884736.0,0.035928844047141015,0.010958382877526752,ok,
167,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,vlm,36,bf16_tensor,27168.0,l2,3193664.0,,0.0,,,zero_counted_flops,
167,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_8,"(256, 1, 1)","(64, 1, 1)","Vision: residual/LayerNorm fusion 8 | triton_red_fused_add_native_layer_norm_view_8 | grid=(256, 1, 1) block=(64, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_8,vlm.vision.camera0,vlm,36,fp32_simt,27168.0,l2,3193664.0,,6619136.0,2.072583715757199,0.2436372202591284,ok,
168,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28224.000000000004,l2,8002272.0,,679477248.0,84.91054140624063,24.074448979591835,ok,
168,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28224.000000000004,l2,8002272.0,,884736.0,0.11056060078937582,0.0313469387755102,ok,
169,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,29120.000000000004,l2,8002432.0,,679477248.0,84.90884371151171,23.333696703296702,ok,
169,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,29120.000000000004,l2,8002432.0,,884736.0,0.11055839024936419,0.03038241758241758,ok,
170,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,25120.0,l2,7992928.0,,679477248.0,85.00980466732591,27.049253503184715,ok,
170,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,25120.0,l2,7992928.0,,884736.0,0.11068984982724729,0.035220382165605094,ok,
171,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,bf16_tensor,30048.0,l2,5482848.0,,402653184.0,73.43869171642183,13.400332268370608,ok,
171,2728813,0,1,7,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 1, 16)","(128, 1, 1)","Vision: FlashAttention | void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params) | grid=(2, 1, 16) block=(128, 1, 1)","vlm.vision.camera0/void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)96, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)96, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0>(pytorch_flash::Flash_fwd_params)",vlm.vision.camera0,vlm,20,fp32_simt,30048.0,l2,5482848.0,,5079040.0,0.9263506848995267,0.16903088391906285,ok,
172,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28960.0,l2,8001856.0,,679477248.0,84.91495573027058,23.46261215469613,ok,
172,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28960.0,l2,8001856.0,,884736.0,0.11056634860712315,0.03055027624309392,ok,
173,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,vlm,37,bf16_tensor,28608.0,l2,4281792.0,,0.0,,,zero_counted_flops,
173,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_9,"(256, 1, 1)","(512, 1, 1)","Vision: residual/LayerNorm fusion 9 | triton_red_fused_add_native_layer_norm_view_9 | grid=(256, 1, 1) block=(512, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_9,vlm.vision.camera0,vlm,37,fp32_simt,28608.0,l2,4281792.0,,21910656.0,5.117169633648715,0.7658926174496644,ok,
174,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,bf16_tensor,64512.00000000001,l2,23300736.0,,2642411520.0,113.40463751874618,40.959999999999994,ok,
174,2728813,0,1,7,nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,"(40, 1, 1)","(256, 1, 1)","Vision: FFN expansion + bias | nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN | grid=(40, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_224x128_64x7_1x2_2cta_h_bz_bias_TNN,vlm.vision.camera0,vlm,19,fp32_simt,64512.00000000001,l2,23300736.0,,3440640.0,0.14766228843586743,0.05333333333333333,ok,
175,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,bf16_tensor,23936.000000000004,l2,4461920.0,,0.0,,,zero_counted_flops,
175,2728813,0,1,7,triton_poi_fused_gelu_view_5,"(2152, 1, 1)","(128, 1, 1)","Vision: FFN GELU | triton_poi_fused_gelu_view_5 | grid=(2152, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_poi_fused_gelu_view_5,vlm.vision.camera0,vlm,17,fp32_simt,23936.000000000004,l2,4461920.0,,14900743.0,3.33953611898017,0.6225243566176469,ok,
176,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,bf16_tensor,89440.00000000001,l2,24617056.0,,2566914048.0,104.2738030087757,28.699844007155633,ok,
176,2728813,0,1,7,nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,"(16, 1, 1)","(256, 1, 1)","Vision: FFN contraction + bias | nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN | grid=(16, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_144x128_64x6_4x1_v_bz_bias_TNN,vlm.vision.camera0,vlm,18,fp32_simt,89440.00000000001,l2,24617056.0,,884736.0,0.03593995967673795,0.00989194991055456,ok,
177,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,bf16_tensor,21920.0,l2,1925024.0,,0.0,,,zero_counted_flops,
177,2728813,0,1,7,triton_red_fused_add_native_layer_norm_view_6,"(128, 1, 1)","(128, 1, 1)","Vision: residual/LayerNorm fusion 6 | triton_red_fused_add_native_layer_norm_view_6 | grid=(128, 1, 1) block=(128, 1, 1)",vlm.vision.camera0/triton_red_fused_add_native_layer_norm_view_6,vlm.vision.camera0,vlm,34,fp32_simt,21920.0,l2,1925024.0,,5199928.0,2.701227621058231,0.2372229927007299,ok,
178,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,28160.0,l2,8000160.0,,679477248.0,84.93295734085318,24.129163636363636,ok,
178,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,fp32_simt,28160.0,l2,8000160.0,,884736.0,0.11058978820423591,0.03141818181818182,ok,
179,2728813,0,1,7,nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,"(18, 1, 1)","(256, 1, 1)","Vision: attention Q/K/V/O projections | nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT | grid=(18, 1, 1) block=(256, 1, 1)",vlm.vision.camera0/nvjet_sm110_tst_128x128_64x6_1x2_h_bz_bias_TNT,vlm.vision.camera0,vlm,24,bf16_tensor,27136.000000000004,l2,7998144.0,,679477248.0,84.95436541277576,25.039698113207546,ok,
