stage,operator,kernel_calls,duration_ns,dram_bytes,bf16_flops,fp32_flops,l2_bytes,ncu_bf16_peak_ops,ncu_dram_peak_bytes,dram_util_pct,tensor_active_pct,sm_util_pct,l2_util_pct,occupancy_pct,issue_active_pct,bf16_counter_peak_pct,ncu_time_ms,dram_gbps,bf16_tflops,fp32_tflops,bf16_ai,fp32_ai,nominal_compute_min_ms,nominal_dram_min_ms,roofline_side,empirical_roofline_side,nominal_roof_pct,diagnosis
vlm,QKV,45,3610240.0,650052992.0,346306904064.0,231800832.0,,,,20.87111248005672,83.43373993972699,,,,,,3.61024,180.05811026413755,95.92351313596879,0.06420648821131004,532.7364204547804,0.3565875934003854,2.910142050957983,0.7523761481481482,compute,compute,80.60799423190655,compute-bound supported
vlm,O projection,45,2333696.0,423728512.0,199992803328.0,153944064.0,,,,21.052677161035543,73.9415556439228,,,,,,2.333696,181.56971259324266,85.69788152698553,0.06596577446248356,471.9833517551918,0.3633082495992151,1.6806117926722688,0.49042651851851854,compute,compute,72.01502649326515,compute-side; saturation not established
vlm,FFN up,90,24627584.0,8881791488.0,2527202377728.0,6207982104.0,,,,41.78859733216217,86.95057314594885,,,,,,24.627584,360.64404401178774,102.61673973898536,0.25207434492965286,284.5374585906964,0.6989560734889434,21.23699477082353,10.27985125925926,compute,compute,86.23255440250871,compute-bound supported
vlm,FFN down,45,12595488.0,2743335296.0,1373676503040.0,1128923136.0,,,,25.23493377946135,92.59083951332416,,,,,,12.595488,217.8030177155502,109.0609989100859,0.08962917006470889,500.73226741292945,0.41151482199279804,11.54350002554622,3.1751565925925926,compute,compute,91.64789824376966,compute-bound supported
vlm,Vision attention,108,1266912.0,336251264.0,32614907904.0,411402298.0,,,,30.895851329847694,22.04303579096259,,,,,,1.266912,265.41011846126645,25.743625369402135,0.3247283931322775,96.99564401934857,1.2234966587367238,0.27407485633613443,0.3891797037037037,memory,memory,30.71876371079473,memory-side; saturation not established
vlm,Attention (fused),18,2174176.0000000005,96125952.0,131365601280.0,931141072.0,,,,5.123877220611394,51.09822292215532,,,,,,2.1741760000000006,44.21258996511781,60.420868080596954,0.4282730892071294,1366.5987025023169,9.686677246119757,1.1039126157983192,0.11125688888888889,compute,compute,50.77383872319072,compute-side; saturation not established
vlm,Norm / residual,388,3312608.0,1703876096.0,0.0,1533387502.0,,,,59.83152097682549,0.0,,,,,,3.312608,514.3609192515383,0.0,0.4628943424637023,0.0,0.8999407325449091,0.0,1.9720788148148147,memory,memory,0,not classified on BF16 roof
vlm,Other,151,1419264.0,700439808.0,3623878656.0,1438605312.0,,,,57.458126803751824,2.230226370851371,,,,,,1.419264,493.5232683982684,2.5533506493506493,1.0136277056277057,5.173718875783828,2.053860011337334,0.030452761815126052,0.8106942222222222,memory,memory,57.120748657206995,not classified on BF16 roof
action_expert,QKV,180,2086400.0,1183288192.0,60397977600.0,58982400.0,,,,65.96728711656444,24.891229601227,,,,,,2.0864,567.1434969325153,28.94841717791411,0.028269938650306747,51.042491599544334,0.049846183202680014,0.5075460302521009,1.3695465185185185,memory,memory,65.64160844126334,memory-side; saturation not established
action_expert,O projection,360,2329760.0,1043367168.0,48318382080.0,114278400.0,,,,52.19690543231919,17.799387130004796,,,,,,2.32976,447.8431975825836,20.73963931048692,0.04905157612801319,46.310046512791935,0.10952846083805466,0.40603682420168064,1.207600888888889,memory,memory,51.83370342391015,memory-side; saturation not established
action_expert,FFN up,360,5852288.0,3936387712.0,193273528320.0,426147840.0,,,,78.09380820629465,28.154253242492505,,,,,,5.852288,672.6237177664531,33.02529341003041,0.07281730495833424,49.0992103574578,0.10825860438007587,1.6241472968067225,4.5560042962962966,memory,memory,77.84996733408022,DRAM-bound supported
action_expert,FFN down,360,3500256.0,2001609728.0,96636764160.0,114278400.0,,,,66.48980837972994,23.699606611630692,,,,,,3.500256,571.846667215198,27.60848468226324,0.03264858341789858,48.27952362949347,0.057093247700282956,0.8120736484033613,2.316677925925926,memory,memory,66.18595685361088,memory-side; saturation not established
action_expert,Attention (fused),180,21983616.0,246692096.0,96636764160.0,684881184.0,,,,1.3009988820765426,3.7045505598351047,,,,,,21.983616,11.221634147903602,4.3958539013781905,0.03115416426487799,391.7302812977032,2.776259130734371,0.8120736484033613,0.28552325925925925,compute,compute,3.693994875107723,compute-side; saturation not established
action_expert,Norm / residual,4440,19354304.0,5970305280.0,0.0,2685022660.0,,,,35.86422896323212,0.0,,,,,,19.354304,308.4742949165209,0.0,0.13873000341422767,0.0,0.44972954213825395,0.0,6.910075555555556,memory,memory,0,not classified on BF16 roof
action_expert,Action IO,100,507296.0,136388608.0,0.0,405457920.0,,,,31.32183309152842,0.0,,,,,,0.507296,268.8540970163376,0.0,0.7992531382072794,0.0,2.9728136825034537,0.0,0.15785718518518518,memory,memory,0,not classified on BF16 roof
action_expert,Other,1622,5047424.0,423844992.0,0.0,138711070.0,,,,9.871867154413815,0.0,,,,,,5.047424,83.97253569345472,0.0,0.027481556928841324,0.0,0.32726839438508687,0.0,0.4905613333333333,memory,memory,0,not classified on BF16 roof
