id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
0,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<4>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(184, 3, 1)","(512, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,7648.0,1990400.0,0.0,0.0,30.3,0.0
1,"void implicit_convolve_sgemm<float, float, 128, 5, 5, 3, 3, 3, 1, 0, 0, 1>(int, int, int, const T1 *, int, T2 *, const T1 *, kernel_conv_params, unsigned long long, int, float, float, int, const T2 *, const T2 *, bool, bool, int, int)","(24, 36, 1)","(8, 8, 1)",vlm,Other,prefix,vlm|Other|prefix,80192.00000000001,7699712.0,0.0,1048412160.0,11.13,0.0
2,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(3456, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,7360.000000000001,4048128.0,0.0,1769472.0,64.34,0.0
3,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(3456, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,12864.0,5232896.0,0.0,0.0,47.28,0.0
4,"void at::vectorized_gather_kernel<16, long>(char *, char *, T2 *, int, long, long, long, long, bool)","(256, 2, 1)","(256, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,3968.0,1303680.0,0.0,0.0,38.81,0.0
5,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(3456, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,8928.0,5419648.0,0.0,1769472.0,70.68,0.0
6,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6720.0,3960064.0,0.0,0.0,68.47,0.0
7,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.layer_norm1,6336.0,2004096.0,0.0,22656768.0,36.84,0.0
8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn.qkv_proj,66720.0,12186752.0,6115295232.0,5308416.0,21.18,79.65
9,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,5888.0,2076800.0,0.0,0.0,41.16,0.0
10,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,5792.000000000001,2076416.0,0.0,0.0,41.97,0.0
11,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,5728.0,2076416.0,0.0,0.0,42.39,0.0
12,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn,30432.000000000004,6396928.0,1207959552.0,15237178.0,24.37,33.98
13,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.self_attn.proj,28032.000000000004,5556736.0,2038431744.0,1769472.0,23.01,63.93
14,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6816.000000000001,3962240.0,0.0,1769472.0,67.84,0.0
15,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.layer_norm2,6464.0,2006144.0,0.0,22656768.0,36.17,0.0
16,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp,77472.0,14612608.0,7700742144.0,6684672.0,21.86,86.74
17,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp,10752.000000000002,7223296.0,0.0,70323988.0,78.31,0.0
18,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.0.mlp.fc2,84416.0,20526976.0,7927234560.0,24772608.0,28.18,81.36
19,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6816.000000000001,3973888.0,0.0,1769472.0,68.23,0.0
20,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.layer_norm1,6560.000000000001,2002304.0,0.0,22656768.0,35.63,0.0
21,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn.qkv_proj,66688.00000000001,12174848.0,6115295232.0,5308416.0,21.16,79.65
22,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,5536.0,2075264.0,0.0,0.0,43.68,0.0
23,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,5472.0,2076928.0,0.0,0.0,44.4,0.0
24,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,5440.0,2075648.0,0.0,0.0,44.53,0.0
25,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn,30240.000000000004,6200448.0,1207959552.0,15237120.0,23.8,34.2
26,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.self_attn.proj,28000.000000000004,5552128.0,2038431744.0,1769472.0,23.01,64.0
27,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6912.0,3980160.0,0.0,1769472.0,67.2,0.0
28,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.layer_norm2,6304.0,2004096.0,0.0,22656768.0,37.29,0.0
29,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp,76576.0,14615680.0,7700742144.0,6684672.0,22.12,87.56
30,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp,10656.000000000002,7218048.0,0.0,70720640.0,78.88,0.0
31,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.1.mlp.fc2,83616.0,20527360.0,7927234560.0,24772608.0,28.45,81.95
32,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6880.0,3975296.0,0.0,1769472.0,67.12,0.0
33,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.layer_norm1,6432.0,2005376.0,0.0,22656768.0,36.43,0.0
34,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn.qkv_proj,66656.0,12177408.0,6115295232.0,5308416.0,21.19,79.68
35,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,5536.0,2074752.0,0.0,0.0,43.89,0.0
36,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,5600.000000000001,2075520.0,0.0,0.0,43.53,0.0
37,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,5408.000000000001,2076800.0,0.0,0.0,44.71,0.0
38,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn,30432.000000000004,6233728.0,1207959552.0,15237120.0,23.76,33.97
39,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.self_attn.proj,28064.0,5551488.0,2038431744.0,1769472.0,22.94,63.75
40,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6976.000000000001,3966208.0,0.0,1769472.0,66.5,0.0
41,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.layer_norm2,6400.000000000001,2003072.0,0.0,22656768.0,36.6,0.0
42,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp,76960.00000000001,14616960.0,7700742144.0,6684672.0,22.01,87.58
43,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp,10784.0,7230592.0,0.0,71170618.0,77.97,0.0
44,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.2.mlp.fc2,84000.00000000001,20522752.0,7927234560.0,24772608.0,28.32,81.37
45,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6848.0,3974656.0,0.0,1769472.0,67.39,0.0
46,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm1,6432.0,2001280.0,0.0,22656768.0,36.35,0.0
47,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.qkv_proj,66528.00000000001,12178304.0,6115295232.0,5308416.0,21.22,79.73
48,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,5536.0,2075008.0,0.0,0.0,43.9,0.0
49,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,5568.000000000001,2074624.0,0.0,0.0,43.51,0.0
50,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,5568.000000000001,2075136.0,0.0,0.0,43.67,0.0
51,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn,30208.000000000004,6229504.0,1207959552.0,15237120.0,23.91,34.21
52,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.self_attn.proj,28000.000000000004,5553152.0,2038431744.0,1769472.0,22.99,63.92
53,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6848.0,3974784.0,0.0,1769472.0,67.48,0.0
54,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.layer_norm2,6240.0,2002816.0,0.0,22656768.0,37.61,0.0
55,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp,76768.00000000001,14614272.0,7700742144.0,6684672.0,22.07,87.38
56,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp,10656.000000000002,7218304.0,0.0,70982874.0,78.74,0.0
