id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
6507,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1920.0000000000002,9984.0,0.0,2048.0,0.62,0.0
6508,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2784.0000000000005,254848.0,0.0,51200.0,10.76,0.0
6509,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2912.0000000000005,251264.0,0.0,102400.0,10.09,0.0
6510,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,2208.0000000000005,226816.0,0.0,0.0,12.36,0.0
6511,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.6.post_attention_layernorm,1952.0000000000002,10624.0,0.0,0.0,0.65,0.0
6512,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(64, 1, 1)","(128, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.6.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.6.mlp,29344.000000000004,20974080.0,1073741824.0,524288.0,82.88,31.18
6513,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(100, 1, 1)","(256, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.6.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.6.mlp,3104.0000000000005,896128.0,0.0,1843200.0,33.87,0.0
6514,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,16544.0,10550400.0,536870912.0,327680.0,74.1,27.82
6515,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.6.mlp.down_proj,2784.0000000000005,580480.0,0.0,307200.0,24.52,0.0
6516,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3456.0,144256.0,0.0,51200.0,4.86,0.0
6517,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2336.0,227712.0,0.0,102400.0,11.58,0.0
6518,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,3680.0000000000005,155520.0,0.0,0.0,5.01,0.0
6519,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2272.0,226816.0,0.0,51200.0,11.83,0.0
6520,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,5376.000000000001,293248.0,0.0,66290.0,6.37,0.0
6521,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1856.0,5760.0,0.0,2048.0,0.37,0.0
6522,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1888.0000000000002,7424.0,0.0,0.0,0.47,0.0
6523,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,4832.000000000001,189312.0,0.0,51200.0,4.59,0.0
6524,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,21216.0,14517632.0,0.0,6930432.0,79.33,0.0
6525,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,1920.0000000000002,9856.0,0.0,2048.0,0.61,0.0
6526,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2752.0,252544.0,0.0,51200.0,10.93,0.0
6527,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2720.0,251776.0,0.0,102400.0,10.98,0.0
6528,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2240.0,226432.0,0.0,0.0,12.07,0.0
6529,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.input_layernorm,2016.0000000000002,10112.0,0.0,0.0,0.6,0.0
6530,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(8, 5, 1)","(128, 1, 1)",action_expert,QKV,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.qkv_proj,action_expert|QKV|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.qkv_proj,11712.0,6590976.0,335544320.0,327680.0,65.57,24.67
6531,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_0,"(200, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3008.0000000000005,294656.0,0.0,409600.0,11.53,0.0
6532,triton_poi_fused__to_copy_add_cat_mul_neg_slice_unsqueeze_1,"(25, 1, 1)","(256, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2240.0,93824.0,0.0,51200.0,4.98,0.0
6533,"void at::<unnamed>::CatArrayBatchedCopy_vectorized<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 128, 1, 16, 8>(char *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(230, 2, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3200.0000000000005,548608.0,0.0,0.0,20.17,0.0
6534,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)","(184, 2, 1)","(512, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,5376.000000000001,627200.0,0.0,0.0,13.7,0.0
6535,"void cutlass::device_kernel<flash::enable_sm80_to_sm89<flash::FlashAttnFwdSm80<flash::CollectiveMainloopFwdSm80<8, 1, 1, cute::tuple<cute::C<128>, cute::C<64>, cute::C<256>>, 256, cutlass::bfloat16_t, float, arch::Sm80, 0, 0, 0, 0, 0, 0, 1, 0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<256>, cute::C<64>>, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1>>, cutlass::bfloat16_t, arch::Sm80, 256, 0, 1, 0, 0>, flash::SingleTileScheduler<0, 0, 1, 128>>>>(T1::Params)","(4, 1, 1)","(256, 1, 1)",action_expert,Attention (fused),paligemma_with_expert.gemma_expert.model.layers.7.self_attn.attn,action_expert|Attention (fused)|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.attn,122048.00000000001,1368960.0,536870912.0,3804928.0,1.3,3.71
6536,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,10112.0,5211648.0,268435456.0,327680.0,60.02,22.82
6537,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,O projection,paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,action_expert|O projection|paligemma_with_expert.gemma_expert.model.layers.7.self_attn.o_proj,2880.0000000000005,578176.0,0.0,307200.0,23.68,0.0
6538,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3424.0,144896.0,0.0,51200.0,5.0,0.0
6539,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2368.0,232576.0,0.0,102400.0,11.49,0.0
6540,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,3712.0,155392.0,0.0,0.0,4.89,0.0
6541,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2304.0000000000005,227200.0,0.0,51200.0,11.6,0.0
6542,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,5344.0,293376.0,0.0,66290.0,6.37,0.0
6543,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1984.0,5632.0,0.0,2048.0,0.34,0.0
6544,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2016.0000000000002,7296.0,0.0,0.0,0.43,0.0
6545,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,4832.000000000001,188800.0,0.0,51200.0,4.56,0.0
6546,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,20960.000000000004,14514688.0,0.0,6930432.0,80.46,0.0
6547,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1984.0,9984.0,0.0,2048.0,0.59,0.0
6548,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2752.0,251904.0,0.0,51200.0,10.75,0.0
6549,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(200, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2688.0000000000005,251392.0,0.0,102400.0,11.08,0.0
6550,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,2240.0,226176.0,0.0,0.0,11.9,0.0
6551,"void at::vectorized_elementwise_kernel<4, at::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.7.post_attention_layernorm,1920.0000000000002,10240.0,0.0,0.0,0.63,0.0
6552,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_tn,"(64, 1, 1)","(128, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.7.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.7.mlp,29216.000000000004,20980480.0,1073741824.0,524288.0,83.34,31.34
6553,"void sglang::act_and_mul_kernel<__nv_bfloat16, 2, 0, 0, 0, 0>(sglang::ActivationParams)","(100, 1, 1)","(256, 1, 1)",action_expert,FFN up,paligemma_with_expert.gemma_expert.model.layers.7.mlp,action_expert|FFN up|paligemma_with_expert.gemma_expert.model.layers.7.mlp,3104.0000000000005,896512.0,0.0,1843200.0,33.88,0.0
6554,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn,"(16, 1, 5)","(128, 1, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,16672.000000000004,10534528.0,536870912.0,327680.0,73.4,27.61
6555,"void cublasLt::splitKreduce_kernel<32, 16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, 0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, 1, 0, 0, 0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)","(32, 4, 1)","(32, 16, 1)",action_expert,FFN down,paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,action_expert|FFN down|paligemma_with_expert.gemma_expert.model.layers.7.mlp.down_proj,2784.0000000000005,580352.0,0.0,307200.0,24.43,0.0
6556,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,3616.0,144128.0,0.0,51200.0,4.65,0.0
6557,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Other,denoise,action_expert|Other|denoise,2304.0000000000005,227968.0,0.0,102400.0,11.5,0.0
6558,"void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,3744.0,157696.0,0.0,0.0,4.94,0.0
6559,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(50, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,2176.0,226304.0,0.0,51200.0,12.22,0.0
6560,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","(4, 1, 1)","(32, 16, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,5248.0,293376.0,0.0,66290.0,6.54,0.0
6561,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1856.0,5888.0,0.0,2048.0,0.38,0.0
6562,"void at::vectorized_elementwise_kernel<4, at::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1888.0000000000002,9600.0,0.0,0.0,0.6,0.0
6563,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(100, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,4832.000000000001,188928.0,0.0,51200.0,4.56,0.0
6564,"void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 2, 2, 0, 1, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)","(384, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,21120.0,14516480.0,0.0,6930432.0,79.86,0.0
6565,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)","(1, 1, 1)","(128, 1, 1)",action_expert,Norm / residual,paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,action_expert|Norm-residual|paligemma_with_expert.gemma_expert.model.layers.8.input_layernorm,1920.0000000000002,9984.0,0.0,2048.0,0.62,0.0
