input,variant,rmse,relative_rmse,reference_rms,max_abs,mean_abs
legacy_masked_images,original,0.05933472015964023,1.0337191157571672,0.05739926761069847,0.19186890125274658,0.043655037000280575
legacy_masked_images,rope_model,0.0020739819432929463,0.03613255063391058,0.05739926761069847,0.006667494773864746,0.0015786264270718675
legacy_masked_images,rope_model_euler,0.0021222781621888023,0.03697395891151123,0.05739926761069847,0.0068359375,0.0015888982242904604
legacy_masked_images,rope_model_eager_euler,0.002110080939833574,0.03676146103718374,0.05739926761069847,0.0068359375,0.0015707206237129867
three_valid_images,original,0.2225690636214562,1.6608402934245077,0.13400991323647274,0.722936749458313,0.15265399076219183
three_valid_images,rope_model,0.00417133449889526,0.031127059171619332,0.13400991323647274,0.022284477949142456,0.0031463977630482986
three_valid_images,rope_model_euler,0.004201379228996431,0.031351256989344614,0.13400991323647274,0.0220794677734375,0.0031638421351090074
three_valid_images,rope_model_eager_euler,0.004129693738683108,0.030816330217271957,0.13400991323647274,0.02225494384765625,0.0031170676881447433
